participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,correct_button,response_window,inter_time_interval,late_response,response_time
ADMIN-UCSF-BK008,2018-01-30 21:30:59+00:00,2018-02-02 21:20:48+00:00,,Left,18,1,320,500,0,258.0159902572632
ADMIN-UCSF-BK008,2018-01-30 21:30:59+00:00,2018-02-02 21:20:48+00:00,,Right,18,0,,,,
ADMIN-UCSF-BK008,2018-01-30 21:30:59+00:00,2018-02-02 21:20:48+00:00,,Left,19,1,310,500,0,265.2379274368286
ADMIN-UCSF-BK008,2018-01-30 21:30:59+00:00,2018-02-02 21:20:48+00:00,,Right,19,0,350,500,1,382.10201263427734
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,0,1,500,500,0,418.44701766967773
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,0,0,500,500,0,N/A
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,1,1,490,500,0,443.3490037918091
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,1,0,,,,
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,2,1,480,500,0,443.71795654296875
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,2,1,540,540,0,315.5949115753174
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,3,1,460,500,0,378.587007522583
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,3,1,530,540,0,330.5349349975586
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,4,1,420,500,0,318.0810213088989
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,4,1,520,540,0,256.7329406738281
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,5,0,340,500,1,397.6069688796997
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,5,1,500,540,0,248.1689453125
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,6,1,380,500,0,292.7900552749634
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,6,0,460,540,1,138.55600357055664
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,7,1,370,500,0,233.51800441741943
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,7,1,500,540,0,253.52001190185547
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,8,1,360,500,0,159.1939926147461
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,8,0,,,,
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,9,0,340,500,1,24.50692653656006
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,9,1,490,540,0,444.09406185150146
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,10,1,380,500,0,283.5090160369873
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,10,1,480,540,0,272.1080780029297
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,11,0,370,500,1,83.24503898620605
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,11,1,460,540,0,262.17806339263916
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,12,0,,,,
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,12,1,420,540,0,265.0949954986572
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,13,0,410,500,1,492.79701709747314
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,13,1,340,540,0,303.6479949951172
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,14,1,450,500,0,320.9390640258789
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,14,0,180,540,1,319.1690444946289
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,15,1,440,500,0,318.26603412628174
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,15,0,220,540,1,303.47299575805664
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,16,1,430,500,0,315.59300422668457
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,16,0,260,540,1,270.23208141326904
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,17,1,410,500,0,262.5739574432373
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,17,1,340,540,0,259.8639726638794
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,18,1,370,500,0,310.82403659820557
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,18,0,330,540,1,378.46994400024414
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Left,19,1,290,500,0,281.93199634552
ADMIN-UCSF-BK010,2018-01-30 21:56:53+00:00,2018-02-02 21:20:48+00:00,,Right,19,1,370,540,0,253.4559965133667
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,0,1,500,500,0,296.0400581359863
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,0,1,500,500,0,269.04892921447754
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,1,1,490,500,0,259.5689296722412
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,1,1,490,500,0,271.57604694366455
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,2,1,480,500,0,251.16097927093506
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,2,1,480,500,0,303.44200134277344
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,3,1,460,500,0,333.65094661712646
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,3,1,460,500,0,254.9140453338623
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,4,1,420,500,0,277.26995944976807
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,4,1,420,500,0,229.79402542114258
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,5,1,340,500,0,282.53793716430664
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,5,0,,,,
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,6,0,180,500,1,292.02306270599365
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,6,0,340,500,1,405.32398223876953
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,7,0,220,500,1,359.50493812561035
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,7,1,380,500,0,274.6560573577881
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,8,1,260,500,0,242.2499656677246
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,8,1,370,500,0,326.97296142578125
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,9,0,250,500,1,265.3130292892456
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,9,1,360,500,0,212.51404285430908
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,10,1,290,500,0,266.7139768600464
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,10,1,340,500,0,272.0259428024292
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,11,0,280,500,1,309.08501148223877
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,11,1,300,500,0,169.39902305603027
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,12,1,320,500,0,316.10095500946045
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,12,0,220,500,1,236.47499084472656
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,13,0,310,500,1,27.37605571746826
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,13,0,260,500,1,276.9289016723633
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,14,1,350,500,0,255.09798526763916
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,14,1,300,500,0,249.0910291671753
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,15,0,,,,
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,15,1,290,500,0,260.49089431762695
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,16,0,340,500,1,433.8580369949341
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,16,0,280,500,1,90.1949405670166
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,17,1,380,500,0,259.58800315856934
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,17,0,320,500,1,327.4970054626465
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,18,0,370,500,1,32.6080322265625
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,18,1,360,500,0,277.4249315261841
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,19,0,,,,
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Right,19,0,350,500,1,7.959961891174316
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,20,0,410,500,1,N/A
ADMIN-UCSF-BK009,2018-02-02 20:44:49+00:00,2018-02-08 17:29:42+00:00,,Left,21,0,,,,
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,0,1,500,500,0,450.01304149627686
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,0,1,500,500,0,369.91703510284424
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,1,0,490,500,1,N/A
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,1,1,490,500,0,397.8090286254883
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,2,0,,,,
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,2,1,480,500,0,430.8580160140991
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,3,1,530,530,0,321.7589855194092
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,3,0,460,500,1,N/A
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,4,0,520,530,1,N/A
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,4,0,,,,
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,5,0,,,,
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,5,0,500,500,0,N/A
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,6,1,560,560,0,364.73894119262695
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,6,0,,,,
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,7,1,550,560,0,284.464955329895
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,7,0,540,540,0,N/A
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,8,1,540,560,0,382.2638988494873
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,8,0,,,,
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,9,1,520,560,0,422.8670597076416
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,9,0,620,620,0,N/A
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,10,0,480,560,1,N/A
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,10,0,,,,
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,11,0,,,,
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,11,1,780,780,0,528.3900499343872
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,12,0,520,560,1,N/A
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,12,1,770,780,0,260.06007194519043
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,13,0,,,,
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,13,1,760,780,0,245.83101272583008
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,14,1,560,560,0,490.6449317932129
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,14,1,740,780,0,228.63495349884033
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,15,1,550,560,0,489.9240732192993
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,15,1,700,780,0,184.952974319458
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,16,1,540,560,0,448.8869905471802
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,16,1,620,780,0,188.67504596710205
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,17,0,520,560,1,N/A
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,17,1,460,780,0,225.2429723739624
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,18,0,,,,
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,18,0,140,780,1,238.3359670639038
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Left,19,0,560,560,0,N/A
ADMIN-UCSF-BK014,2018-02-02 21:54:59+00:00,2018-02-08 17:29:42+00:00,,Right,19,0,180,780,1,243.31402778625488
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,0,1,500,500,0,288.06889057159424
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,0,1,500,500,0,372.2879886627197
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,1,0,,,,
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,1,0,490,500,1,96.23503684997559
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,2,0,490,500,1,N/A
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,2,1,530,530,0,277.70698070526123
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,3,0,,,,
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,3,1,520,530,0,267.40193367004395
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,4,1,530,530,0,292.3189401626587
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,4,1,510,530,0,271.2209224700928
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,5,1,520,530,0,283.5921049118042
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,5,1,490,530,0,310.46605110168457
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,6,1,510,530,0,214.11597728729248
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,6,0,450,530,1,89.58399295806885
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,7,1,490,530,0,300.65202713012695
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,7,1,490,530,0,160.64608097076416
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,8,0,450,530,1,132.53402709960938
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,8,1,480,530,0,312.30902671813965
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,9,1,490,530,0,284.7609519958496
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,9,1,470,530,0,292.4990653991699
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,10,1,480,530,0,267.846941947937
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,10,1,450,530,0,259.10305976867676
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,11,1,470,530,0,268.67592334747314
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,11,0,,,,
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,12,0,,,,
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,12,0,410,530,1,N/A
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,13,0,450,530,1,N/A
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,13,1,450,530,0,351.75204277038574
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,14,1,490,530,0,299.52704906463623
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,14,1,440,530,0,234.9339723587036
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,15,1,480,530,0,321.93195819854736
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,15,1,430,530,0,226.21595859527588
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,16,1,470,530,0,308.29906463623047
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,16,1,410,530,0,251.181960105896
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,17,1,450,530,0,249.78208541870117
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,17,0,,,,
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,18,1,410,530,0,266.5719985961914
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,18,0,370,530,1,N/A
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Left,19,1,330,530,0,267.11201667785645
ADMIN-UCSF-BK012,2018-02-02 22:16:42+00:00,2018-02-08 17:29:42+00:00,,Right,19,1,410,530,0,296.85795307159424
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,0,1,500,500,0,308.2549571990967
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,0,1,500,500,0,281.18300437927246
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,1,1,490,500,0,298.3440160751343
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,1,1,490,500,0,263.759970664978
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,2,1,480,500,0,441.4939880371094
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,2,1,480,500,0,319.485068321228
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,3,1,460,500,0,265.4590606689453
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,3,1,460,500,0,296.76294326782227
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,4,1,420,500,0,304.7429323196411
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,4,1,420,500,0,277.0270109176636
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,5,1,340,500,0,308.66801738739014
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,5,0,340,500,1,342.9989814758301
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,6,0,180,500,1,306.2390089035034
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,6,1,380,500,0,252.05492973327637
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,7,0,220,500,1,334.86199378967285
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,7,1,370,500,0,327.1600008010864
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,8,0,260,500,1,272.2749710083008
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,8,1,360,500,0,263.10598850250244
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,9,1,340,500,0,305.5109977722168
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,9,1,340,500,0,283.64408016204834
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,10,1,330,500,0,229.88688945770264
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,10,0,300,500,1,360.41903495788574
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,11,0,320,500,1,348.87397289276123
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,11,1,340,500,0,303.06994915008545
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,12,1,360,500,0,267.28200912475586
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,12,1,330,500,0,258.0580711364746
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,13,1,350,500,0,255.1950216293335
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,13,1,320,500,0,279.5519828796387
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,14,1,340,500,0,288.4540557861328
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,14,1,300,500,0,258.8369846343994
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,15,1,320,500,0,282.4200391769409
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,15,0,260,500,1,316.6729211807251
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Left,16,0,280,500,1,294.7120666503906
ADMIN-UCSF-BK013,2018-02-02 22:42:28+00:00,2018-02-08 17:29:42+00:00,,Right,16,0,300,500,1,319.25511360168457
