participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,flanking_cue,response_window,response_time,first_button,correct_button,trial_type,second_button,late_response,displayed_cue
ADMIN-UCSF-BK004,2017-10-16 21:04:18+00:00,2017-10-19 21:30:24+00:00,,,41,D,690,582.3319554328918,YES,1,INCONGRUENT,NO,0,A
ADMIN-UCSF-BK004,2017-10-16 21:04:18+00:00,2017-10-19 21:30:24+00:00,,,42,C,710,636.2329721450806,YES,0,CONGRUENT,NO,0,C
ADMIN-UCSF-BK004,2017-10-16 21:04:18+00:00,2017-10-19 21:30:24+00:00,,,43,B,750,515.1110291481018,NO,0,CONGRUENT,YES,0,B
ADMIN-UCSF-BK004,2017-10-16 21:04:18+00:00,2017-10-19 21:30:24+00:00,,,44,D,790,240.34196138381958,YES,0,CONGRUENT,NO,0,D
ADMIN-UCSF-BK004,2017-10-16 21:04:18+00:00,2017-10-19 21:30:24+00:00,,,45,B,680,744.0729737281799,YES,0,INCONGRUENT,NO,1,C
ADMIN-UCSF-BK004,2017-10-16 21:04:18+00:00,2017-10-19 21:30:24+00:00,,,46,C,870,779.3220281600952,NO,1,CONGRUENT,YES,0,C
ADMIN-UCSF-BK004,2017-10-16 21:04:18+00:00,2017-10-19 21:30:24+00:00,,,47,A,860,506.87599182128906,YES,1,CONGRUENT,NO,0,A
ADMIN-UCSF-BK004,2017-10-16 21:04:18+00:00,2017-10-19 21:30:24+00:00,,,48,A,850,498.1110095977783,YES,1,CONGRUENT,NO,0,A
ADMIN-UCSF-BK004,2017-10-16 21:04:18+00:00,2017-10-19 21:30:24+00:00,,,49,A,830,396.69597148895264,YES,1,CONGRUENT,NO,0,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,0,B,800,753.7789940834045,NO,0,CONGRUENT,YES,0,B
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,1,A,800,N/A,NO,0,INCONGRUENT,NO,0,C
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,2,B,840,N/A,NO,0,CONGRUENT,NO,0,B
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,3,A,880,694.9740052223206,YES,1,CONGRUENT,NO,0,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,4,D,840,797.104001045227,YES,1,INCONGRUENT,NO,0,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,5,A,830,831.387996673584,NO,1,INCONGRUENT,YES,1,D
