participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,response_time,response_window,trial_accuracy,position_is_top,correct_button,late_response
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,2,0,590,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,2,395.8170413970947,580,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,3,0,590,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,3,415.818989276886,560,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,4,0,590,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,4,458.9269757270813,520,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,5,0,590,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,5,0,440,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,6,294.55000162124634,590,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,6,338.39499950408936,440,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,7,0,580,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,7,0,280,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,8,299.7649908065796,580,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,8,289.2909646034241,280,Miss,1,0,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,9,0,560,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,9,481.84895515441895,320,Miss,1,0,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,10,297.73300886154175,560,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,10,269.2989706993103,360,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,11,N/A,520,Miss,1,0,1
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,11,372.4890351295471,350,Miss,1,0,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,12,0,560,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,12,238.14696073532104,390,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,13,0,560,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,13,421.5850234031677,380,Miss,1,0,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,14,361.6480231285095,560,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,14,265.18601179122925,420,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,15,0,550,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,15,0,410,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,16,0,550,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,16,0,410,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,17,0,550,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,17,0,410,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,18,302.0300269126892,550,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,18,308.7120056152344,410,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,19,0,540,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,19,389.74398374557495,400,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,20,0,540,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,20,281.8949818611145,380,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,21,292.5909757614136,540,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,21,0,340,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,22,519.3089842796326,520,Hit,1,1,0
