participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,flanking_cue,response_window,response_time,first_button,correct_button,displayed_cue,second_button,late_response,trial_type
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,2,D,800,459.5189094543457,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,3,C,790,348.68907928466797,YES,0,C,NO,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,4,D,780,520.8098888397217,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,5,A,830,557.3289394378662,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,6,D,760,473.3520746231079,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,7,C,720,640.7010555267334,NO,0,B,YES,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,8,D,820,640.9569978713989,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,9,D,810,722.8291034698486,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,10,B,760,580.4240703582764,YES,0,C,NO,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,11,C,790,577.7009725570679,YES,0,C,NO,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,12,C,800,665.6160354614258,YES,1,B,NO,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,13,A,790,749.5459318161011,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,14,C,830,625.2219676971436,NO,1,C,YES,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,15,B,780,605.8570146560669,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,16,A,760,N/A,NO,0,D,NO,1,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,17,D,800,601.6000509262085,YES,1,B,NO,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,18,A,820,603.1900644302368,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,19,B,790,707.4470520019531,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,20,D,810,577.0150423049927,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,21,C,790,523.0690240859985,NO,1,C,YES,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,22,A,750,514.8210525512695,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,23,A,780,548.2070446014404,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,24,B,670,755.437970161438,NO,0,B,YES,1,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,25,A,710,627.5179386138916,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,26,D,700,529.4029712677002,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,27,A,760,769.5740461349487,NO,1,C,YES,1,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,28,B,690,759.5169544219971,YES,1,B,NO,1,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,29,B,680,620.6170320510864,NO,0,B,YES,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,30,C,750,593.6249494552612,YES,1,B,NO,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,31,B,740,N/A,NO,0,D,NO,1,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,32,A,720,630.3589344024658,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,33,D,710,550.0019788742065,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,34,A,700,653.1559228897095,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,35,C,780,690.4449462890625,YES,1,B,NO,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,36,D,770,555.5959939956665,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,37,D,680,649.2340564727783,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,38,D,760,581.8169116973877,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,39,A,740,632.0229768753052,NO,1,D,YES,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,40,A,700,764.26100730896,NO,1,C,YES,1,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,41,C,640,657.2999954223633,NO,1,C,YES,1,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,42,D,690,557.8600168228149,YES,1,B,NO,0,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,43,D,630,541.7730808258057,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,44,A,620,614.5930290222168,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,45,C,680,781.0859680175781,YES,1,B,NO,1,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,46,B,670,821.7149972915649,NO,1,D,YES,1,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,47,C,610,722.7330207824707,NO,1,C,YES,1,CONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,48,A,660,731.9279909133911,NO,1,D,YES,1,INCONGRUENT
ADMIN-UCSF-BS012,2018-03-18 16:13:13+00:00,2018-04-16 20:30:00+00:00,,,49,D,600,479.68101501464844,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,0,B,800,653.7880897521973,NO,1,D,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,1,C,790,736.3349199295044,YES,1,B,NO,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,2,C,800,N/A,NO,0,C,NO,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,3,A,840,546.8471050262451,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,4,D,780,689.1829967498779,NO,0,B,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,5,C,820,N/A,NO,0,A,NO,1,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,6,A,860,610.3239059448242,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,7,C,830,467.01204776763916,NO,1,C,YES,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,8,B,820,609.2469692230225,YES,1,B,NO,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,9,B,850,624.6910095214844,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,10,D,840,690.6399726867676,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,11,C,820,631.3809156417847,YES,1,B,NO,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,12,C,800,834.7879648208618,NO,1,C,YES,1,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,13,B,780,623.6590147018433,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,14,B,700,557.3920011520386,YES,0,C,NO,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,15,A,790,622.8299140930176,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,16,B,740,796.4719533920288,NO,1,C,YES,1,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,17,C,780,531.3800573348999,NO,1,C,YES,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,18,C,730,499.45998191833496,YES,1,B,NO,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,19,C,770,694.3960189819336,NO,1,C,YES,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,20,B,720,797.1699237823486,NO,1,C,YES,1,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,21,D,750,706.1399221420288,YES,0,D,NO,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,22,A,790,724.653959274292,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,23,A,710,646.8579769134521,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,24,B,700,N/A,NO,0,C,NO,1,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,25,B,780,794.4350242614746,NO,0,B,YES,1,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,26,C,820,590.149998664856,NO,1,C,YES,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,27,B,740,656.9399833679199,YES,0,D,NO,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,28,B,780,619.6520328521729,NO,1,D,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,29,A,770,716.7400121688843,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,30,C,810,405.9269428253174,NO,1,C,YES,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,31,C,760,N/A,NO,0,A,NO,1,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,32,A,800,636.6389989852905,NO,1,D,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,33,A,800,649.7199535369873,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,34,A,790,848.465085029602,NO,1,C,YES,1,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,35,A,780,591.204047203064,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,36,B,780,699.2499828338623,YES,1,B,NO,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,37,D,770,673.5669374465942,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,38,A,740,606.8340539932251,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,39,D,660,575.3660202026367,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,40,A,760,629.6219825744629,NO,1,D,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,41,D,500,N/A,NO,0,D,NO,1,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,42,C,540,770.3089714050293,NO,1,C,YES,1,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,43,A,530,557.6919317245483,YES,1,A,NO,1,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,44,B,520,664.8598909378052,YES,1,B,NO,1,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,45,A,740,606.5319776535034,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,46,A,510,589.6260738372803,YES,1,A,NO,1,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,47,B,500,705.9669494628906,NO,0,B,YES,1,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,48,C,1140,773.9499807357788,NO,1,C,YES,0,CONGRUENT
ADMIN-UCSF-BS013,2018-03-18 16:36:38+00:00,2018-04-16 20:30:00+00:00,,,49,D,1130,769.2300081253052,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,0,B,800,479.9920320510864,NO,1,D,YES,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,1,D,790,366.53900146484375,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,2,B,800,453.2710313796997,YES,1,B,NO,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,3,A,780,382.63607025146484,YES,0,D,NO,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,4,B,790,483.34407806396484,YES,1,B,NO,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,5,A,780,409.80708599090576,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,6,B,820,334.2249393463135,NO,1,D,YES,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,7,B,760,475.2589464187622,YES,1,B,NO,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,8,D,810,401.684045791626,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,9,C,720,416.54300689697266,NO,1,C,YES,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,10,C,800,478.25801372528076,YES,1,B,NO,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,11,C,640,473.6590385437012,NO,1,C,YES,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,12,A,480,334.306001663208,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,13,C,780,498.8560676574707,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,14,B,740,382.6119899749756,NO,1,C,YES,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,15,B,660,398.205041885376,NO,1,D,YES,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,16,B,500,399.6959924697876,NO,1,D,YES,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,17,D,180,363.53600025177,YES,1,A,NO,1,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,18,C,170,346.58706188201904,YES,1,A,NO,1,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,19,D,160,382.3590278625488,NO,1,D,YES,1,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,20,C,160,248.20399284362793,YES,1,A,NO,1,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,21,D,150,334.2249393463135,YES,1,A,NO,1,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,22,D,150,412.6240015029907,NO,1,D,YES,1,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,23,B,140,231.70197010040283,YES,1,B,NO,1,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,24,B,140,365.03303050994873,YES,0,C,NO,1,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,25,A,130,409.22701358795166,YES,1,A,NO,1,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,26,B,460,320.45304775238037,NO,1,D,YES,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,27,D,120,426.25606060028076,NO,1,D,YES,1,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,28,D,450,245.17405033111572,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,29,C,440,381.3210725784302,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,30,B,110,370.4719543457031,NO,0,B,YES,1,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,31,A,750,317.92306900024414,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,32,A,740,342.27192401885986,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,33,C,420,267.09794998168945,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,34,A,730,325.22499561309814,YES,1,A,NO,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,35,B,710,356.9450378417969,YES,1,B,NO,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,36,B,670,336.57896518707275,YES,1,B,NO,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,37,D,380,N/A,NO,0,A,NO,1,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,38,D,590,433.9110851287842,NO,1,D,YES,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,39,B,430,289.794921875,YES,1,B,NO,0,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,40,B,110,424.0339994430542,YES,1,B,NO,1,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,41,A,420,345.4439640045166,YES,0,C,NO,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,42,D,460,424.515962600708,YES,1,B,NO,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,43,A,450,374.1428852081299,NO,1,D,YES,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,44,D,100,429.67796325683594,YES,0,D,NO,1,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,45,C,440,323.930025100708,YES,1,A,NO,0,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,46,C,140,616.9300079345703,NO,1,C,YES,1,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,47,B,420,499.5849132537842,NO,1,D,YES,1,INCONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,48,C,130,405.8959484100342,YES,0,C,NO,1,CONGRUENT
ADMIN-UCSF-BS010,2018-03-23 20:12:48+00:00,2018-04-16 20:30:00+00:00,,,49,D,290,366.96696281433105,NO,1,D,YES,1,CONGRUENT
