participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,response_time,response_window,trial_accuracy,position_is_top,correct_button,late_response
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,25,251.61796808242798,490,Hit,1,1,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,26,365.4809594154358,680,Hit,1,1,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,26,399.0989923477173,480,Hit,1,1,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,27,548.9259958267212,660,Hit,1,1,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,27,0,470,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,28,418.23601722717285,620,Hit,1,1,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,28,448.91101121902466,470,Hit,1,1,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,29,0,540,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,29,358.53099822998047,450,Hit,1,1,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,30,0,540,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,30,0,410,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,31,0,540,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,31,375.1090168952942,410,False Alarm,0,0,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,32,504.5279860496521,540,Hit,1,1,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,32,N/A,450,Miss,1,0,1
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,33,676.7770051956177,380,False Alarm,0,0,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,33,0,490,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,34,497.0639944076538,420,Miss,1,0,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,34,466.49396419525146,490,Hit,1,1,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,35,0,460,Correct Rejection,0,1,N/A
